Date,ktp,gqg,eae,gtech,gnph,gcore,plus,cash,kfa,ugi,healthcare,prop,sp500
2026-01-28,17.734,24.6305,9.2337,26.9783,17.7286,18.2431,15.1422,10.2164,12.2901,9.5905,16.8396,9.9294,35.6837
2026-01-29,17.0289,24.558,9.2647,26.8857,17.7982,18.1575,15.1432,10.2171,12.2795,9.6462,16.8581,10.0498,35.6078
2026-01-30,15.3344,24.4389,9.2067,26.3008,17.6219,18.1339,15.1432,10.217,12.2735,9.7045,16.8835,10.0634,35.518
2026-02-03,15.9559,24.5023,9.1058,26.6676,17.4583,18.2381,15.1455,10.218,12.2827,9.7196,16.9317,10.0524,35.3979
2026-02-04,16.12,24.2353,9.1581,25.6268,17.3693,18.1518,15.1464,10.2185,12.2881,9.7528,16.9197,10.151,35.2431
2026-02-05,14.9002,23.9357,8.8653,25.3655,17.1157,17.9422,15.1477,10.219,12.3006,9.8145,16.6461,10.1792,34.8037
2026-02-06,15.3888,24.3012,8.7681,26.2079,17.4653,18.0834,15.1486,10.2197,12.3064,9.8072,16.9159,10.2616,35.4521
2026-02-09,16.0529,24.6406,9.0186,26.8126,17.6278,18.2632,15.149,10.2204,12.2958,9.6699,16.8275,10.3004,35.5752
2026-02-10,16.0964,24.6427,9.0896,26.5717,17.6013,18.4129,15.1493,10.2205,12.2983,9.6715,16.7718,10.4144,35.4641
2026-02-11,16.4561,24.7516,9.1419,26.9358,17.5966,18.3556,15.1499,10.2209,12.3135,9.6404,16.8462,10.4309,35.4509
2026-02-12,15.4235,24.3909,9.2277,26.6257,17.3214,18.3442,15.1504,10.2216,12.3125,9.6511,16.8099,10.3438,34.9184
2026-02-13,16.0529,24.2414,9.1028,26.6125,17.3107,18.025,15.1512,10.222,12.3117,9.6818,16.8439,10.4593,34.9374
2026-02-17,15.6979,24.2344,9.0897,26.6283,17.3297,17.9576,15.153,10.223,12.3105,9.7329,16.9826,10.5711,34.9828
2026-02-18,15.9977,24.4399,9.1363,26.9098,17.4423,18.2281,15.1527,10.2229,12.3129,9.7472,17.0181,10.4701,35.1633
2026-02-19,16.2428,24.3322,9.1874,26.9999,17.4306,18.1526,15.1538,10.2238,12.3119,9.6835,16.9671,10.4605,35.0676
2026-02-20,16.4553,24.5472,9.2057,27.2316,17.5441,18.1763,15.1548,10.2243,12.314,9.7162,16.9115,10.5452,35.3108
2026-02-23,16.9677,24.374,9.3357,27.1336,17.3346,18.2242,15.1555,10.2248,12.3147,9.6772,17.0862,10.516,34.9445
2026-02-24,17.2849,24.436,9.3723,27.5288,17.4811,18.133,15.1556,10.2238,12.313,9.6747,17.0834,10.524,35.1919
2026-02-25,17.4496,24.667,9.56,28.1337,17.6358,18.3585,15.1607,10.2266,12.3401,9.6774,17.075,10.5537,35.5101
2026-02-26,17.812,24.4194,9.7081,27.6723,17.6163,18.3253,15.1622,10.2271,12.3621,9.6861,16.9494,10.6089,35.3201
2026-02-27,18.1798,24.288,9.6254,27.394,17.5902,18.1829,15.1626,10.2271,12.3661,9.6991,17.1289,10.5741,35.1646
2026-03-02,18.5034,24.1234,9.5047,27.5605,17.4524,18.1091,15.164,10.2275,12.3658,9.7698,17.0281,10.5917,35.1846
2026-03-04,17.2943,23.8744,8.6715,26.3062,17.1817,17.9333,15.1648,10.2278,12.3316,9.7745,16.8518,10.471,35.1351
2026-03-05,16.712,23.7142,8.9746,26.2798,17.0484,17.9793,15.1655,10.228,12.3305,9.7739,16.5218,10.3823,34.9425
2026-03-06,16.732,23.4213,8.9094,25.456,16.8851,17.591,15.166,10.2285,12.3212,9.7987,16.3816,10.2742,34.4864
2026-03-09,16.7157,23.3776,8.5379,25.742,16.9772,17.5126,15.1668,10.2293,12.2836,9.8988,16.6441,10.2692,34.7918
2026-03-10,16.8151,23.6399,8.8873,26.3525,17.0213,17.9157,15.1673,10.2298,12.2979,9.7694,16.5824,10.3053,34.7014
2026-03-11,16.5827,23.5221,9.0515,26.6577,17.0225,17.8178,15.1677,10.2302,12.2963,9.7268,16.4571,10.2095,34.6572
2026-03-12,16.1564,23.123,8.9889,26.1049,16.6988,17.552,15.1681,10.2303,12.2861,9.7157,16.1439,10.1138,34.135
2026-03-13,15.4127,22.9016,8.8119,25.9827,16.5357,17.4697,15.1689,10.2306,12.2678,9.8379,16.1214,10.0581,33.9633
2026-03-16,15.5689,23.0682,8.7868,26.2655,16.7261,17.5825,15.1703,10.2314,12.2501,9.9366,16.3301,10.1685,34.3075
2026-03-18,14.7359,22.9386,9.1725,26.7879,16.5549,17.4883,15.1713,10.232,12.2577,9.8908,15.9411,10.088,33.9353
2026-03-19,13.8478,22.6794,8.9216,26.9706,16.4792,17.2291,15.1719,10.232,12.2439,10.0041,15.9795,10.0349,33.8555
2026-03-20,13.3573,22.2421,8.8655,26.1817,16.1428,17.105,15.172,10.2322,12.2452,9.8777,15.7473,9.7504,33.359
2026-03-23,13.5029,22.4259,8.4447,26.2051,16.339,17.3831,15.1721,10.2326,12.1987,10.0063,15.828,9.8129,33.748
2026-03-24,13.7984,22.4738,8.6776,26.5131,16.2585,17.1967,15.1731,10.2333,12.2055,9.8687,15.7291,9.7838,33.601
2026-03-25,14.3502,22.7571,8.7809,26.9593,16.3992,17.3834,15.1744,10.2338,12.2172,9.9367,15.9813,9.7936,33.7932
2026-03-26,13.6648,22.3292,8.6953,25.7077,16.0483,17.2047,15.175,10.2343,12.2092,9.9251,15.9317,9.75,33.1902
2026-03-27,14.1557,21.9552,8.5956,25.4786,15.7708,16.858,15.1753,10.2344,12.1861,9.9273,15.6717,9.6509,32.6348
2026-03-30,14.1374,21.8127,8.4282,24.5251,15.74,16.7319,15.1759,10.2347,12.183,9.9639,15.7138,9.6795,32.5072
2026-03-31,15.1987,22.3353,8.2885,25.2044,16.2279,16.9601,15.1764,10.2347,12.2125,10.0114,16.1893,9.8244,33.4138
2026-04-01,15.6994,22.8322,8.6902,26.3134,16.4517,17.3078,15.1767,10.2347,12.2391,9.9528,16.2913,9.8967,33.6252
2026-04-02,15.4497,22.7373,8.538,26.347,16.3683,17.1399,15.1775,10.2351,12.2275,10.0082,16.2594,9.9649,33.6872
2026-04-07,15.4797,22.847,8.6794,26.8941,16.3907,17.2743,15.1787,10.2361,12.2516,9.9351,16.2356,9.9967,33.8225
2026-04-08,15.8917,23.6846,9.1788,28.6738,16.9796,17.8837,15.1791,10.2366,12.2718,9.8579,16.4592,10.2157,34.6109
2026-04-09,16.029,23.7656,9.1155,28.9611,17.0,17.8112,15.1793,10.2365,12.2805,9.8741,16.516,10.2849,34.8116
2026-04-10,16.2348,23.9675,9.1908,29.5852,16.9988,17.9459,15.1796,10.2366,12.2778,9.9061,16.339,10.33,34.7882
2026-04-16,16.2654,24.6069,9.6802,31.2645,17.4875,18.3627,15.1818,10.2382,12.2994,9.8645,16.5564,10.5321,35.8497
2026-04-17,16.6709,24.8202,9.7589,31.7216,17.7164,18.6519,15.1816,10.2382,12.2916,9.9454,16.825,10.6528,36.2753
2026-04-20,16.7209,24.7227,9.7106,31.7381,17.5917,18.6108,15.183,10.2394,12.2783,9.9337,16.67,10.6359,36.1959
2026-04-21,15.7632,24.5347,9.8234,31.9403,17.391,18.609,15.1837,10.2401,12.2801,9.9017,16.4383,10.4809,35.9589
2026-04-22,16.1331,24.5862,9.785,32.617,17.4853,18.5678,15.1844,10.2406,12.2806,9.9304,16.4678,10.3946,36.3367
2026-04-23,15.9067,24.6,9.7719,32.438,17.334,18.6151,15.1851,10.2411,12.2735,9.9922,16.4074,10.4794,36.2029
2026-04-24,16.0585,24.7096,9.709,33.4739,17.4598,18.5166,15.1855,10.2411,12.2746,10.0067,16.213,10.4736,36.4843
2026-04-27,15.9273,24.7747,9.8343,33.6218,17.4686,18.6034,15.1863,10.242,12.277,9.9617,16.1224,10.4602,36.5283
2026-04-28,15.3888,24.5338,9.8306,32.7984,17.3199,18.4888,15.1873,10.2424,12.279,9.9959,16.1605,10.5314,36.3529
2026-04-29,15.1391,24.4953,9.8261,33.1528,17.2378,18.4343,15.188,10.2435,12.278,10.0124,16.0499,10.4506,36.3652
2026-04-30,15.2059,24.6759,9.775,33.6077,17.4246,18.4754,15.1886,10.2433,12.2703,10.0242,16.3848,10.6379,36.7485
2026-05-05,14.9518,24.8231,10.1738,34.9594,17.4594,18.6551,15.1905,10.2447,12.2631,10.0463,16.3546,10.5588,37.0027
2026-05-06,15.6075,25.4591,10.4951,36.1311,17.8633,18.8559,15.1903,10.2451,12.2653,9.9585,16.4185,10.7211,37.4859
2026-05-07,15.5913,25.2829,10.7085,36.0998,17.7339,18.9648,15.1909,10.2454,12.284,9.9028,16.1907,10.6594,37.3517
2026-05-08,16.0538,25.3393,10.5905,36.9491,17.7962,18.9599,15.1921,10.2464,12.2899,9.9527,16.1247,10.7114,37.6534
2026-05-11,16.4821,25.4069,10.8328,37.7824,17.7318,18.9711,15.1929,10.2469,12.2916,9.991,16.1575,10.6844,37.7436
2026-05-12,16.6229,25.1972,10.6512,37.2184,17.6244,18.8787,15.1933,10.2473,12.2877,9.9445,16.3823,10.6718,37.6812
2026-05-13,16.6589,25.4131,10.7672,38.003,17.7409,18.9571,15.1934,10.2473,12.2796,9.9388,16.5141,10.6444,37.8887
2026-05-15,15.4864,25.1016,10.455,36.9185,17.4903,18.8972,15.1943,10.2476,12.2677,9.9387,16.2926,10.4712,37.728
2026-05-18,15.3344,24.9692,10.4684,36.1795,17.5311,18.9772,15.1947,10.2483,12.2453,9.9141,16.2119,10.5314,37.6945
2026-05-19,14.658,24.7738,10.2609,35.6175,17.3835,18.7933,15.1954,10.2487,12.2364,9.8942,16.3463,10.5553,37.4482
2026-05-22,14.644,25.2697,10.734,37.5773,17.7412,19.112,15.1972,10.2496,12.2353,10.0133,16.6677,10.6708,38.0598
2026-05-26,15.2576,25.5096,10.9355,38.8677,17.8987,19.2646,15.1981,10.2499,12.2464,10.0491,16.6027,10.7285,38.2884
2026-05-27,14.7601,25.5289,11.1951,38.779,17.9602,19.2269,15.198,10.25,12.2468,10.0194,16.6349,10.7118,38.2853
2026-05-28,14.9461,25.557,11.0846,38.9561,18.0944,19.1558,15.199,10.2504,12.2448,10.0824,16.7853,10.6737,38.4875
2026-05-29,15.3752,25.7411,11.2003,39.5154,18.1881,19.3895,15.1995,10.2506,12.2559,10.0728,16.6794,10.6038,38.5683
2026-06-02,15.2058,25.6808,11.4923,40.6682,18.2167,19.3574,15.1998,10.2511,12.2603,10.0622,16.0205,10.3986,38.7032
2026-06-04,14.763,25.6959,11.2841,39.8132,18.1649,19.2785,15.2007,10.2516,12.2582,10.0842,16.6646,10.4552,38.5848
2026-06-05,13.6659,25.1316,10.9932,37.6895,17.5479,19.1421,15.2011,10.252,12.2658,10.0249,16.6519,10.5084,37.571
2026-06-08,13.6774,24.9879,10.4799,37.6663,17.6045,18.9446,15.2016,10.2524,12.2536,10.0866,16.6205,10.4478,37.6553
2026-06-09,13.3538,24.9963,10.824,37.625,17.6622,19.0582,15.2024,10.2528,12.2582,10.098,16.857,10.6633,37.5473
2026-06-10,12.6752,24.5846,10.5853,36.3982,17.2761,18.7844,15.2032,10.2533,12.2735,10.1094,16.6248,10.7031,36.9477
2026-06-11,13.3551,24.923,10.5711,37.6255,17.7229,18.6879,15.2041,10.2537,12.2788,10.1799,16.8883,10.7472,37.5534
2026-06-12,13.7558,25.2652,10.957,38.3845,17.7556,18.8353,15.2042,10.2538,12.2863,10.1219,16.8872,10.8469,37.7483
2026-06-15,14.5114,25.6481,11.2571,40.0959,18.0755,19.2514,15.2051,10.2544,12.3062,10.1067,16.852,10.7924,38.4066
2026-06-16,14.8422,25.5505,11.3688,39.3739,17.9964,19.2997,15.2052,10.2546,12.3027,10.1012,16.7844,10.7745,38.1804
2026-06-17,14.6085,25.5193,11.3903,39.4448,17.8544,19.2506,15.2056,10.2549,12.3168,10.0803,16.7458,10.5502,37.7055
2026-06-18,14.2776,25.6516,11.5087,40.6752,18.0486,19.1356,15.2059,10.2548,12.3095,10.1551,16.6998,10.5505,38.0954
2026-06-22,14.1481,25.713,11.6523,41.2015,18.025,19.3071,15.2066,10.2553,12.3119,10.1827,17.027,10.6411,37.9703
2026-06-24,13.0208,25.1208,11.1988,38.7814,17.6701,18.9302,15.209,10.2559,12.3276,10.3741,17.4561,10.8167,37.4194
2026-06-25,13.0497,25.2852,11.3492,39.7521,17.7407,18.7344,15.2098,10.2563,12.3386,10.3727,17.7648,10.8834,37.3965
2026-06-26,13.3376,25.0338,10.9552,38.0161,17.7241,18.7097,15.2105,10.2567,12.3416,10.3965,18.1575,10.9872,37.0666
2026-06-29,13.1802,25.3401,11.0028,38.9112,17.9644,18.7918,15.2113,10.2574,12.3389,10.3626,18.2614,10.9628,37.7641
2026-06-30,13.091,25.5741,11.0791,40.0561,18.0708,18.8997,15.2116,10.2579,12.3361,10.3063,18.0799,10.8029,37.9937
2026-07-01,12.9839,25.5942,11.1016,38.8809,18.0251,18.9794,15.2126,10.2584,12.3365,10.3385,18.0615,10.7989,38.012
2026-07-02,13.6686,25.4805,10.7984,37.2677,17.9274,19.2095,15.2129,10.2591,12.341,10.3308,18.5609,10.9692,37.9722
2026-07-06,13.9492,25.6561,11.0618,37.6268,18.1239,19.18,15.2144,10.261,12.3579,10.3517,18.3691,10.9454,38.2617
2026-07-07,13.3398,25.4992,10.8192,36.2113,17.9555,19.1325,15.2148,10.2613,12.3631,10.3078,18.7116,11.0396,38.0727
2026-07-08,12.9799,25.2304,10.6849,36.4303,17.8531,19.0152,15.2154,10.2617,12.3546,10.3208,18.6016,10.8898,37.9788
2026-07-09,13.2706,25.4776,10.6729,37.1216,18.0006,19.1601,15.2155,10.2616,12.3496,10.3282,18.6173,10.8965,38.2753
2026-07-10,13.2993,25.5342,10.747,37.2099,18.0133,19.2337,15.2158,10.2619,12.354,10.3034,18.3088,10.8517,38.4224
2026-07-13,12.8675,25.2698,10.5064,35.897,17.7736,19.1903,15.2162,10.2622,12.3535,10.2589,18.1628,10.8913,38.1324
